Price,Adj Close,Close,High,Low,Open,Volume
2021-10-28,373.2948303222656,384.2200012207031,384.4800109863281,381.1600036621094,381.95001220703125,38007000
2021-10-29,375.1310729980469,386.1099853515625,386.2799987792969,380.70001220703125,381.05999755859375,37310100
2021-11-01,376.4134826660156,387.42999267578125,387.55999755859375,384.4200134277344,386.55999755859375,30765300
2021-11-02,377.9874572753906,389.04998779296875,389.5400085449219,386.75,386.79998779296875,25135300
2021-11-03,382.0000915527344,393.17999267578125,393.6099853515625,388.4800109863281,389.54998779296875,33748900
2021-11-04,386.896728515625,398.2200012207031,399.20001220703125,393.9200134277344,394.4800109863281,40265300
2021-11-05,387.2658996582031,398.6000061035156,400.989990234375,397.1600036621094,400.0400085449219,43383800
2021-11-08,386.7412414550781,398.05999755859375,399.6199951171875,397.3999938964844,398.57000732421875,29256300
2021-11-09,384.0791931152344,395.32000732421875,399.57000732421875,393.9200134277344,399.1600036621094,50490700
2021-11-10,378.4344482421875,389.510009765625,395.3599853515625,387.5299987792969,392.4700012207031,54937400
2021-11-11,379.4836120605469,390.5899963378906,392.75,390.239990234375,392.57000732421875,32243000
2021-11-12,383.476806640625,394.70001220703125,395.25,390.1300048828125,391.7699890136719,34730600
2021-11-15,383.389404296875,394.6099853515625,396.239990234375,392.1000061035156,395.9100036621094,33716900
2021-11-16,386.1194763183594,397.4200134277344,397.92999267578125,393.6600036621094,393.8599853515625,27872900
2021-11-17,386.323486328125,397.6300048828125,399.7200012207031,396.6400146484375,397.75,28703300
2021-11-18,390.3263854980469,401.75,402.2699890136719,397.45001220703125,399.7300109863281,45721500
2021-11-19,392.5025939941406,403.989990234375,405.29998779296875,402.5799865722656,403.42999267578125,45191700
2021-11-22,387.9460144042969,399.29998779296875,408.7099914550781,399.19000244140625,405.57000732421875,61715400
2021-11-23,386.1777648925781,397.4800109863281,400.2300109863281,392.9200134277344,398.1099853515625,70098700
2021-11-24,387.42138671875,398.760009765625,399.04998779296875,392.5400085449219,394.92999267578125,46954400
2021-11-26,380.076416015625,391.20001220703125,397.5400085449219,389.7699890136719,396.1099853515625,51533300
2021-11-29,388.324951171875,399.69000244140625,400.7300109863281,395.1400146484375,395.8900146484375,54447100
2021-11-30,382.6218566894531,393.82000732421875,401.19000244140625,391.75,398.7799987792969,81332700
2021-12-01,376.1123962402344,387.1199951171875,400.4800109863281,386.6400146484375,398.2799987792969,77766500
2021-12-02,378.82305908203125,389.9100036621094,391.739990234375,384.3399963378906,385.79998779296875,84416600
2021-12-03,372.23577880859375,383.1300048828125,392.3399963378906,378.8999938964844,391.30999755859375,105349100
2021-12-06,375.2184753417969,386.20001220703125,387.6000061035156,379.29998779296875,383.6300048828125,67588800
2021-12-07,386.51776123046875,397.8299865722656,398.4599914550781,392.989990234375,393.0299987792969,56005300
2021-12-08,388.2471618652344,399.6099853515625,399.82000732421875,396.2200012207031,398.1700134277344,39204000
2021-12-09,382.534423828125,393.7300109863281,400.20001220703125,393.5299987792969,398.3500061035156,49973700
2021-12-10,386.6926574707031,398.010009765625,398.2799987792969,393.3599853515625,396.6199951171875,52545800
2021-12-13,381.106201171875,392.260009765625,398.3299865722656,391.8800048828125,398.0,50166400
2021-12-14,377.1616516113281,388.20001220703125,390.0899963378906,383.6300048828125,387.29998779296875,75199200
2021-12-15,385.7599792480469,397.04998779296875,397.4200134277344,383.8800048828125,387.94000244140625,73858000
2021-12-16,375.8403015136719,386.8399963378906,398.4800109863281,385.2099914550781,398.0400085449219,82591400
2021-12-17,373.9652099609375,384.9100036621094,389.19000244140625,381.7699890136719,383.3299865722656,80492500
2021-12-20,370.337646484375,380.69000244140625,381.5,377.4700012207031,379.57000732421875,65336800
2021-12-21,378.62591552734375,389.2099914550781,389.5299987792969,380.20001220703125,384.04998779296875,48899500
2021-12-22,383.2370300292969,393.95001220703125,394.1600036621094,388.2300109863281,388.9100036621094,37042200
2021-12-23,386.12628173828125,396.9200134277344,398.42999267578125,394.1400146484375,394.30999755859375,29595500
2021-12-27,392.5079040527344,403.4800109863281,403.4800109863281,398.2200012207031,398.25,32820700
2021-12-28,390.6886291503906,401.6099853515625,404.5799865722656,400.7099914550781,404.3999938964844,33113700
2021-12-29,390.6303405761719,401.54998779296875,403.04998779296875,399.1099853515625,401.75,32248500
2021-12-30,389.4629821777344,400.3500061035156,403.57000732421875,399.75,401.3299865722656,23850100
2021-12-31,387.0310363769531,397.8500061035156,401.05999755859375,397.3399963378906,399.6600036621094,34752900
2022-01-03,390.75677490234375,401.67999267578125,401.94000244140625,396.8800048828125,399.04998779296875,40575900
2022-01-04,385.6884765625,396.4700012207031,402.2799987792969,393.2900085449219,402.239990234375,58027200
2022-01-05,373.8396301269531,384.2900085449219,395.8900146484375,384.0299987792969,394.739990234375,75739800
2022-01-06,373.57696533203125,384.0199890136719,387.3500061035156,380.1300048828125,382.4200134277344,70814300
2022-01-07,369.5301818847656,379.8599853515625,385.760009765625,378.0400085449219,384.0299987792969,72652300
2022-01-10,369.7733154296875,380.1099853515625,380.6400146484375,369.30999755859375,374.82000732421875,91770500
2022-01-11,375.3280944824219,385.82000732421875,385.989990234375,377.2200012207031,379.3599853515625,68295700
2022-01-12,376.81646728515625,387.3500061035156,390.20001220703125,385.010009765625,388.4599914550781,54576400
2022-01-13,367.38995361328125,377.6600036621094,389.4700012207031,376.70001220703125,388.7699890136719,77994000
2022-01-14,369.6760559082031,380.010009765625,380.3500061035156,374.8599853515625,375.07000732421875,80121200
2022-01-18,360.47332763671875,370.54998779296875,376.2200012207031,369.7699890136719,374.0400085449219,75450900
2022-01-19,356.51397705078125,366.4800109863281,374.69000244140625,366.2099914550781,372.1499938964844,81791500
2022-01-20,351.8834228515625,361.7200012207031,373.8699951171875,361.1700134277344,369.7900085449219,88610700
2022-01-21,342.1263122558594,351.69000244140625,362.17999267578125,351.3999938964844,359.4700012207031,143388900
2022-01-24,343.6924133300781,353.29998779296875,353.9800109863281,334.1499938964844,345.9100036621094,198685800
2022-01-25,335.7251281738281,345.1099853515625,351.0299987792969,341.67999267578125,346.6700134277344,124398400
2022-01-26,335.19976806640625,344.57000732421875,356.8800048828125,340.7799987792969,352.9100036621094,146559500
2022-01-27,331.82421875,341.1000061035156,351.2699890136719,340.04998779296875,349.3999938964844,95255700
2022-01-28,342.2332458496094,351.79998779296875,352.0199890136719,337.95001220703125,343.0299987792969,108167900
2022-01-31,353.17724609375,363.04998779296875,363.6499938964844,351.5199890136719,353.20001220703125,94326400
2022-02-01,355.5801086425781,365.5199890136719,366.19000244140625,359.1400146484375,364.42999267578125,74433000
2022-02-02,358.4693298339844,368.489990234375,370.1000061035156,364.2900085449219,369.760009765625,78777100
2022-02-03,343.93560791015625,353.54998779296875,361.92999267578125,352.4599914550781,358.5299987792969,95384800
2022-02-04,348.27435302734375,358.010009765625,361.3999938964844,351.9700012207031,354.0799865722656,86318300
2022-02-07,345.4726867675781,355.1300048828125,361.04998779296875,353.8399963378906,358.6199951171875,58198100
2022-02-08,349.3541564941406,359.1199951171875,360.239990234375,352.79998779296875,353.9599914550781,64720900
